days,tiredness,prayer_time,temperature,hydration,fast
35,1.8954867808017017,50.53477155722511,45.23582462262483,9.001908743121703,1
36,9.595279998368618,54.20378734056083,44.73732832280149,9.56754518024116,0
37,5.5776036458539044,17.8784155112019,42.56187935764526,9.139723495909315,0
38,9.18194302039444,47.78303481262632,45.547469524641514,7.902005435762105,0
39,9.422594140212686,30.24539398569143,38.67535117730381,8.3774353204204,0
40,9.532138127480358,35.383311258638784,34.7159903639655,5.1759789267871525,0
41,6.395767695289348,18.253426713446206,40.81716370517849,3.993993053301054,0
42,1.83369534636744,52.13236092360675,48.843204898821206,4.566465248560737,0
43,3.5500225868961612,46.407243676077194,25.517544509533653,6.0986042942683705,1
44,1.0646075016187884,40.578631972112746,42.842290115149424,7.098844654878613,0
45,3.9974041215418388,17.046343533187088,49.003567413052615,6.544518581002622,0
46,6.284883597896944,15.073057070586385,22.25477957072902,9.826845121001057,1
47,4.135490436061642,58.77927891678893,27.32405405756422,9.82676804747052,0
48,9.307175446986438,22.178472048225565,20.909554963921817,7.1977418946521325,0
49,9.294100261226637,17.534493078146276,30.05416616028944,9.373567503288537,0
50,3.0094525547166207,25.796941353465996,27.217732554720275,1.367161875388866,0
51,8.322339160595227,41.29478780880517,21.18885711901148,1.2943553081696235,0
52,7.342018018298457,45.59284437946482,33.668260313491764,2.947281112534743,0
53,5.767551279301822,36.62869211960026,49.78082779334871,2.7224527912112553,0
54,8.485051121618087,23.560417350578646,47.179626317695664,5.015764362697426,0
55,1.4482654858762911,42.53135348890149,36.32565538918132,9.440395948972899,1
56,1.4553442845220887,17.94524619234747,30.801338099731897,0.592340584923704,0
57,6.738490489878818,22.10608111697778,21.8645884028153,4.271058873492643,1
58,2.4926114520663853,49.9848571124388,45.50961197644951,0.6012893634580541,0
59,1.528623821124755,41.004368191806506,29.506437836139725,3.067655313301719,0
60,1.0982083194796244,42.71212170198616,48.28172533195355,8.092170744965982,0
61,7.870797963803056,29.33044856238561,35.10478583612308,0.6555246420229166,0
62,7.2111878173720365,45.72630837514656,44.80824382228978,1.6225952068640592,0
63,7.138600156103415,55.39304313780355,26.500361331611487,1.3070354177513566,0
64,8.936325954350234,54.38311110428038,20.492630750750248,8.602808567451962,0
65,3.7680227787180174,40.34498738493548,39.48728211260864,7.658440016367061,0
66,7.259658105909281,26.522744328249498,39.390203250322216,9.642280032705727,0
67,9.22672836143432,58.38973086677692,42.998239570517136,4.332529069542284,0
68,9.572387443645532,31.90730077600663,35.64633587782495,1.3040351879674084,0
69,9.033116342801513,34.526000720613396,22.52787535063226,6.500977768089006,0
70,9.866825715175166,34.86476545471411,48.67232360218192,8.271768588645598,0
71,9.131110063638019,26.92505083125488,33.368480008327,0.48966394571362426,0
72,4.260075729515485,46.656696707752765,39.37331323195558,9.573372707168945,1
73,0.9765082148915971,32.21723029265179,42.804270492463196,3.712601465512866,0
74,7.598589336133047,46.97743744041631,25.327697254189605,4.175608126689774,0
75,1.5300799862205616,56.643574276034705,20.473265343367522,6.143084559237108,0
76,0.5501520527851345,26.82366715665197,23.759331232704632,1.3531239558753372,0
77,0.10946122345017018,55.00590358437741,33.425330729704534,4.606291703511504,0
78,6.191110918927566,35.23380358816148,29.55387769819485,4.846414142603768,1
79,3.4290043130318826,36.862739686902586,46.73973996886881,2.1160479003749155,0
80,7.627470909268913,55.94818711885328,44.44855747474479,0.4116063686220328,0
81,6.904704367506015,15.26309298004865,48.415926933956385,7.953317279875824,0
82,2.9482103784586524,56.387773212181585,31.796228437906926,0.13258024473637553,0
83,7.350230117224981,38.99994446345227,45.72243682160526,2.9277102357570217,0
84,9.345963169080932,23.670773626326525,44.67736125820589,0.0882484762952862,0
85,8.198320006962463,22.25894524442912,24.55739243680754,3.05460342843718,0
86,1.1688184156098247,23.23186537429807,34.92342381776689,2.136815847279492,0
87,8.608136526463369,39.099356485575655,38.42504345338588,7.756245190464775,0
88,5.9350038545638455,55.477780091777724,37.05794305846886,9.929060449673257,0
89,8.895012652023022,57.88107874253419,31.00902420441342,5.1732485063099425,0
90,0.9963025784427348,16.133499473328357,26.045520065140344,3.5317056844209063,0
91,4.115729336481948,46.36906833477398,23.25713061461772,1.0085915939797463,0
92,5.11730671467859,41.55631603126196,23.464129421677146,4.304164879306159,1
93,9.921382576879227,34.21825618191821,27.43187357191069,8.759777461512805,0
94,9.238160398456728,52.128547618073256,33.263914846777055,0.9642867829170032,0
95,4.595345728389284,31.50265137771673,36.4424814272091,6.141834393647643,1
96,0.279931842509098,51.68698509088794,49.60895310425052,1.325057003220007,0
97,1.7273712523967455,37.77640369588128,24.65464913212415,9.909436608193914,1
98,8.217019118938722,21.06139851525581,25.88619062435259,4.985103937859403,0
99,5.9603789690422815,19.902549696967085,22.593188662242927,7.04158332969001,1
100,5.060654094110031,56.83782774563568,44.84000720192308,5.062577598072158,0
